fundNo,fundName
S80464,珠海横琴昆仑鼎信鼎成1号C证券投资基金
S80465,珠海横琴昆仑鼎信鼎成1号D证券投资基金
S80467,珠海横琴昆仑鼎信鼎成1号E证券投资基金
S80476,中汇金凯8期私募投资基金
S80582,千岱5号私募证券投资基金
S80583,千岱6号私募证券投资基金
S80636,上海马洲靖江市政建设投资发展基金
S80645,上海洛矶商务服务合伙企业（有限合伙）
S80696,温瑞福1号证券投资基金
S80714,天赋冷链仓储市场资产管理计划6号基金
S80758,广州增城挂绿股权投资合伙企业（有限合伙）
S80775,浙商般若-黄龙12号浙商资产专项资产管理计划
S80782,陆家嘴财富-静湖基金2号
﻿S80817,宁波东融资本管理有限公司钻石四十六号稳健理财基金
S80818,唐奇唐雅一号基金
S80847,金诚市政建设发展基金2号
S80886,君冠1号私募证券投资基金
S80887,上海铸翔投资中心（有限合伙）
S80890,中信建投浦江之星资产管理计划
S80899,晨镒创投一号基金
S80908,银河资本-工商银行四季菁华2号资产管理计划
S80910,上海朱雀辛未投资中心（有限合伙）
SD6632,深圳市赛创富凯投资企业（有限合伙）
SD6633,上海鹰石如炬投资中心（有限合伙）
S21076,永安信广润一号（深圳）股权投资基金中心（有限合伙）
S27782,歌斐资产海外通三号投资基金
S29607,歌斐隆鑫信用债一号投资基金
S37666,和聚信享平台证券投资-歌斐诺宝基金
S38487,小牛共赢-新三板投资基金3号
S39541,蚂蚁金融-京马2号基金
S61003,深圳市易合君诚一号投资 合伙企业（有限合伙）
S61853,永安熠生新三板策略叁期证券投资基金
S62213,水木财富-新三板投资基金
S62884,嘉兴联萃投资合伙企业（有限合伙）
S63664,君泽擎松灵活配置一号
S64023,巨牛1号私募证券投资基金
S66037,恒天财富稳增12号并购重组基金
S66053,银虎国际新三板1号基金
S66941,泽熙精选B投资基金
S66961,长识稳健证券投资基金
S67045,元普-富定量化对冲1号
S67080,融义优选9号专项资产管理计划
S67397,中金·云信私募工厂（十六期）证券投资集合资金信托计划第8期信托单元
S67533,盛泉恒元多策略量化对冲2号基金
S67761,昂泰高成长1号私募投资基金
S67829,重庆江北嘴CBD两岸首座项目专项基金
S67847,深圳保腾丰享2号证券投资基金
S67898,泽鼎福虹财富管理二号基金
S67913,小熊猫进取一号
S67994,新余牵牛投资管理中心（有限合伙）
S68242,新余德崇投资管理中心（有限合伙）
S68349,载誉3号
S68961,上海龙柏鑫亚创业投资合伙企业（有限合伙）
S69195,宁波藏金溪创业投资合伙企业（有限合伙）
S69256,同安仁玺邦1号证券投资基金
S69259,君洲凯旋专项基金二期
S69342,瀛德&#40;上海&#41;股权投资合伙企业&#40;有限合伙&#41;
S69361,永安信·广润三号（深圳）股权投资中心（有限合伙）
S69407,深圳市华睿信盈投资企业（有限合伙）
S69439,乐依资产对冲1号
S69512,上海斯高创业投资合伙企业（有限合伙）
S69850,易凡1号私募证券投资基金
S69992,东方汇智-光大银行-牟合资产8号资产管理计划
S69997,南华期货牟合量化对冲1号资产管理计划
S80095,融启-量化价值回归一号对冲基金
S80190,东方汇智-西格玛7号资产管理计划
S80235,歌斐诺宝量化投资母基金1号17 期
S80389,四川信托-盛世景1号新三板投资集合资金信托计划
S80444,涌峰中国龙优选财富1期
S80537,深圳市思道科投资有限公司平安财富.泽沃2-0009号私募投资基金
S80557,民生财富尊逸6号投资基金
S80558,桐乡灏蓝成长股权投资基金合伙企业（有限合伙）
S80610,长安信托民生天下 1 号 1 期&#40;长安投资 426 号）证券投资集合资金信托计划
S80616,长安信托民生天下 1 号 2 期（长安投资 427 号）证券投资集合资金信托计划
S80628,千石资本-理成转子12号资产管理计划
S80629,千石资本-理成转子12号A期资产管理计划
S80678,光大电煤产业链1号私募投资基金
S80707,北京瑞昌信达资本管理中心（有限合伙）
S80748,北京明石致信股权投资基金中心（有限合伙）
S80780,上海创丰昕文投资管理中心（有限合伙）
S80791,百泰易合1号投资基金
S80849,新余市劲迈投资中心（有限合伙）
S80969,冠通北纬-文华致选2号定向资产管理计划
S80991,鹏华资产牟合1号管理计划
S80996,山东招金投资股份有限公司-招金种子对冲二号私募投资基金
S81006,夸客优富私募基金1号
S81008,资舟藏金私募投资基金
S81015,夸客优富私募基金6号
SD6661,盐城鹰石如观股权投资合伙企业（有限合伙）
SD6667,深圳市华鼎丰睿股权投资基金合伙企业（有限合伙）
SD6672,上海趣娱投资中心（有限合伙）
SD6857,湖南高新科技成果转化投资基金企业&#40;有限合伙&#41;
S23504,国华汇金-国信证券-2号基金
S26295,鼎融贰号
S26925,彩云壹号资产管理计划
S36961,苏州湾流重明投资中心（有限合伙）
S60757,微观世界量化对冲一号基金
S60818,中广汇达医药基金一期契约形私募投资基金A级基金
S61946,西藏信托有限公司-央金1号结构化分级证券投资集合资金信托计划
S63343,海通玄武锐腾元鑫莲花7号资产管理计划
S63716,北京常氏一号投资管理中心（有限合伙）
S64859,瑞东梧桐一号投资基金
S65301,丹羿-羿荣1号
S67808,武汉高德盛环保新能源创业投资基金合伙企业（有限合伙）
S68049,四川信托-金融和●倚天笑傲江湖1号证券投资集合资金信托计划
S68078,非然奇点混合策略1期私募证券投资基金
S68920,舜略海豚2号证券投资基金
S69082,合朴量化1号
S69107,上海启正寰硕投资管理中心（有限合伙）
S69207,鼎信声闻新三板优势2号私募基金
S69278,深圳前海新合润鑫股权投资基金合伙企业（有限合伙）
S69433,集溢1号基金
S69473,安融盛世价值精选1号基金
﻿S69579,杭州熙点嘉煜创业投资合伙企业（有限合伙）
S69856,润京凯旋量化对冲6号证券投资基金
S69957,山东前程恒大应收账款契约型私募股权投资基金
S80141,杭州丰惠投资合伙企业（有限合伙）
S80199,大唐财富唐诺8号投资基金
S80200,量鑫投资对冲2号基金
S80314,旭方股票精选1号基金
S80403,新疆浦富股权投资有限公司
S80431,鑫火九州影视基金二期契约型基金
S80460,川信-鼎锋1号证券投资集合资金信托计划
S80562,上海涌控投资合伙企业（有限合伙）
S80631,富安达-宽智量化对冲10号资产管理计划
S80634,宁波鼎锋明道汇锦投资合伙企业（有限合伙）
S80680,方富成长四期投资基金
S80683,杭州静衡润曦股权投资合伙企业（有限合伙）
S80742,杭州静衡顶和股权投资合伙企业（有限合伙）
S80826,鼎融叁号
S80898,深圳君创资本股权基金投资管理中心（有限合伙）
S80902,中房基金（大连）有限合伙企业
S80911,深圳市思道科投资有限公司平安财富.泽沃2-0010号私募投资基金
S80912,深圳市思道科投资有限公司平安财富.泽沃2-0011号私募投资基金
S80925,新余市英财东盛投资中心（有限合伙）
S80929,乐瑞全债2号基金
S81011,汉景港湾投360一号证券投资基金
S81014,陆家嘴财富-远洋基金26号
S81026,嘉兴联萃投资合伙企业（有限合伙）
S81032,天风瑞祺（武汉）投资中心（有限合伙）
S81071,东方汇智-光大银行-河东定风波4号资产管理计划
S81078,北京可为1号专项资产管理计划
S81084,天马腾飞1号资产管理计划
S81128,千禧奔富领先城市优质资产升级改造契约型投资基金
S81133,中信信诚－稳赢三期专项资产管理计划
S81142,中信信诚稳赢四期专项资产管理计划
S81146,中信信诚稳赢六期专项资产管理计划
S81157,中广汇达医药基金一期契约型私募投资基金B级基金
SD6615,厦门隆领投资合伙企业（有限合伙）
SD6618,杭州御硕投资合伙企业&#40;有限合伙&#41;
SD6637,北京广联达创元投资中心（有限合伙）
SD6642,北京盛景未名创业投资中心（有限合伙）
SD6865,西安崇烨投资管理合伙企业（有限合伙）
S25612,和聚信享平台证券投资-B基金
S25613,和聚信享平台证券投资-C基金
S33498,淮安市沁心投资管理中心&#40;有限合伙）
S34072,深圳远致富海三号投资企业（有限合伙）
S35620,城典创赢1号基金
S39445,中睿合银弈势系列A号基金
S60145,歌斐上坤宝山投资基金一号
S61045,德清凯顺投资合伙企业（有限合伙）
S61880,龙萨容裕4号新三板定向增发资产管理计划
S62309,益安稳进私募证券投资基金
S63303,北京清科致达投资管理中心（有限合伙）
S63974,鼎讯稳健一期私募证券投资基金
S64273,广州众赢创业投资合伙企业（有限合伙）
S64416,信泽1号证券投资基金
S64727,乾倍壹号证券投资基金
S64865,金牛一号
S65531,柯林金手指8号契约型私募投资基金
S65666,恒天财富鼎龙精选26号证券投资基金
S65675,达仁卓越2号私募证券投资基金
S65684,达仁卓越3号私募证券投资基金
S66230,深圳国投中盛一号合伙企业&#40;有限合伙&#41;
S66549,杭州海多赢丰投资管理合伙企业（有限合伙）
S66814,七境-东方点金8号应收账款收益权专项资产管理计划
S67179,米多一期投资基金
S67378,前海行健-智赢量化对冲FOF1号投资基金
S67735,中创华夏磐石1号投资基金
S68141,融璇趋势1号证券投资基金
S68212,广州辰途2号专项投资基金
S68215,盈资摇钱树1号
S68532,道勤1号证券投资基金
S68606,亿邦专户1期结构化基金
S68828,腾云中概红筹回归基金1号
S69008,仁和智本环保股权投资基金
S69060,深圳市联合创投捌号投资合伙企业（有限合伙）
S69200,重瑞方程式投资基金
S69269,珠池健康产业母基金1号
S69294,鸣石投资量化2期证券投资基金
S69299,重庆战略性新兴产业医药专项股权投资基金合伙企业（有限合伙）
S69377,北京天华东方股权投资中心（有限合伙）
S69580,北京和和黑蚂蚁影视投资中心（有限合伙）
S69582,前海旗隆金融工程1期
S69611,嘉兴光信二号投资合伙企业（有限合伙）
S69657,嘉兴和月韶光投资合伙企业（有限合伙）
S69857,北京文资虚苑艺海投资中心（有限合伙）
S69959,卓惟-开拓者1号私募证券投资基金
S80084,厚启新三板1号投资基金
S80165,苏州聚坤创业投资企业（有限合伙）
S80242,绍兴市上虞众汇贰号创业投资合伙企业（有限合伙）
S80260,海石季度丰基金-五牛尊聚
S80265,炎昊新三板5号私募证券投资基金
S80295,新疆同盈恒通股权投资合伙企业（有限合伙）
S80312,上海珍尤医疗投资合伙企业（有限合伙）
S80343,泽泉神州牧六号证券投资基金
S80361,金祥盈2号私募投资基金
S80367,北极星3号私募投资基金
S80393,盛泉恒元多策略市场中性2号专项证券投资基金
S80408,双翼多策略对冲1号私募证券投资基金
S80412,植瑞-中泰1号投资基金
S80472,永隆量化趋势A基金
S80473,永隆量化趋势B基金
﻿S80477,永隆量化趋势C基金
S80478,永隆量化趋势D基金
S80515,屹石1号私募投资基金
S80516,屹石2号私募投资基金
S80618,长安信托民生天下 1 号 3 期（长安投资 448 号）证券投资 集合资金信托计划
S80630,北京万盛德丰投资管理中心（有限合伙）
S80635,富海利得新三板定增基金
S80673,钻淦文渊阁2号私募证券投资基金
S80743,尚艺秋实契约型私募投资基金
S80752,深圳首瑞兴众投资合伙企业（有限合伙）
S80801,九鞅禾禧一号私募证券投资基金
S80815,渤政广发蓟兴2号私募投资基金
S80819,九鞅禾禧二号私募证券投资基金
S80863,渤政广发蓟州新城2号私募投资基金
S80880,财源广聚量化1号
S80895,北京易知价值投资发展中心（有限合伙）
S80904,鑫沅经邦新三板基金1号专项资产管理计划
S80926,新余市君业投资中心（有限合伙）
S81040,摩旗多因子阿尔法量化—容金1号基金
S81062,安盈日明8号证券投资基金
S81081,中信信诚暖流一号专项资产管理计划
S81119,中城永烁基金
S81121,上海中城永烁投资中心（有限合伙）
S81149,中信信诚稳赢七期专项资产管理计划
S81171,嘉兴光信三号投资合伙企业（有限合伙）
S81173,财源广聚1期
S81184,磐厚蔚然-RMB丄利3号基金
S81187,艾叶远航1期对冲基金
S81197,中信信诚－中融景诚7号专项资产管理计划
S81200,南方资本-工行私行成长1号资产管理计划
S81212,外贸信托—远策定增策略优选2号证券投资集合资金信托计划
S81219,远策定向增发添利2号资产管理计划
S81220,远策定向增发添利1号资产管理计划
S81221,申万菱信资产--远策定向增发10号特定资产管理计划
S81226,雀石1号基金
S81257,银河资本青昀套利10号资产管理计划
S81301,国海良时-升益慈千里之行子资产管理计划
S81329,沪创叁号迪高诊断创新投资基金
S81336,涌峰中国龙优选基金
S81344,泽泉财富管家2号证券投资基金
S81385,华夏资本定向增发-远策6号资产管理计划
S81386,华夏资本定向增发-远策7号资产管理计划
SD3615,厦门市湖里区金智汇通投资管理合伙企业（有限合伙）
SD4411,南昌蕴安投资中心&#40;有限合伙&#41;
SD4493,石家庄国大置地股权投资基金中心（有限合伙））
SD4638,宁波金硕投资有限公司
SD5857,南通鲁班投资合伙企业
SD6514,上海六禾淳钧投资中心（有限合伙）
SD6612,深圳市创东方网络投资企业（有限合伙）
SD6636,苏州荣华九鼎创业投资中心（有限合伙）
SD6677,广东合银汇泽投资合伙企业（有限合伙）
SD8308,金狮141号证券投资集合资金信托计划
None,华夏资本定向增发-远策4号资产管理计划
S60823,北京泰格乾元投资合伙企业（有限合伙）
S60898,宁波人保远望投资中心（有限合伙）
S62587,和聚北斗星专享1号证券投资基金
S63602,巴沃量化增强一号基金
S64243,嘉兴兴晟武能投资合伙企业（有限合伙）
S65381,和聚鼎宝盛世10号证券投资基金
S65382,和聚鼎宝盛世11号证券投资基金
S65422,合谊--金菱电梯专项投资基金
S65624,瑰铄元通二号私募证券投资基金
S66038,中环恒享港沪深对冲基金
S66391,厚山一号基金
S66679,永安千象6期
S67178,天演钜派1期投资基金
S67569,苏州彩云天堂投资企业（有限合伙）
S67811,北京水木长风股权投资中心（有限合伙）
S68687,91金融东方港湾价值1号私募证券投资基金
S68690,深圳市首瑞华金投资合伙企业(有限合伙)
S68912,新鼎明湾博衡啃哥新三板基金1号
S69190,珠池量化稳健投资母基金1号2期
S69364,睿盈2号证券投资基金
S69382,合信虑远安石4号基金
S69610,盛世鑫广安2号基金
S69739,深圳市融富创信投资合伙企业（有限合伙）
S69813,杭州载川投资合伙企业（有限合伙）
S69869,植瑞-长青6号投资基金
S69965,恒天财富稳益六号产业基金十期
S80054,新余海棠投资管理中心（有限合伙）
S80194,大唐财富会昌1号湘潭九华投资基金
S80248,宁波盛鄞创业投资中心（有限合伙）
S80321,念空多策略一号A基金
S80322,念空多策略一号B基金
S80323,念空多策略一号C基金
S80324,念空多策略一号D基金
S80330,平潭雄鹰创业投资合伙企业（有限合伙）
S80340,泽泉神州牧六号一期证券投资基金
S80344,平潭雏鹰创业投资合伙企业（有限合伙）
S80372,中正绝影1号私募投资基金
S80429,博道债券多利2号私募证券投资基金
S80482,国核稳增2号专项资产管理计划
S80666,杭州创煜股权投资合伙企业（有限合伙）
S80669,利得资本-五洲国际商贸城1号资产管理计划
S80681,亚晶小虎对冲一号基金
S80757,信钛绝对收益一号私募证券投资基金
S80759,信钛绝对收益二号私募证券投资基金
S80785,北京基锐科创投资中心（有限合伙）
S80824,招金期货有限公司-天博1号资产管理计划
S80859,平安汇通磐海创富量化对冲12号专项资产管理计划
﻿S80888,高频1号私募证券投资基金
S80947,倚天鸳鸯刀17号私募基金
S80957,盛宇十五号私募证券投资基金
S80960,盈沃期旺蓝天2号私募基金
S80977,巨擎1号文化产业基金
S81067,国时丰收1号投资基金
S81192,上海零宜投资合伙企业（有限合伙）
S81240,量客投资CTA程序化2号私募证券投资基金
S81247,睿盈宏鑫QDII私募证券投资基金
S81263,东方汇智-诺德鸿鹏8号安享FOHF资产管理计划
S81393,恒天财富稳益六号产业基金十一期
S81394,恒天财富稳益六号产业基金十二期
S81446,招商财富-鼎锋定增专项资产管理计划
SD6408,深圳市中创富三号股权投资合伙企业&#40;有限合伙&#41;
SD6648,宁波昌东股权投资合伙企业（有限合伙）
SD6676,北京奕铭投资管理中心&#40;有限合伙）
SD6686,杭州全盈投资管理有限公司
SD6863,苏州奉昊惠灵投资中心（有限合伙）
S36561,龙韬华枝满共赢基金1号
S60375,大树择时对冲一号
S64036,歌斐创世微影二号投资基金
S66524,鼎宝安聚1号证券投资基金
S67813,新思哲多策略3期
S68194,泰盈证券投资基金
S68240,财富诺德鸿鹏3号安享FOHF证券投资基金
S69023,诺德鸿鹏9号多策略FOHF证券投资基金
S69164,爱学贷二期投资基金
S69197,弥远白羊新三板私募证券投资基金
S69391,嘉赢富海影视文化投资基金
S69572,朝阳申毅专享基金3号
S69615,歌斐创世文娱一号投资基金
S80214,芜湖华融渝创投资中心（有限合伙）
S80227,歌斐创世文娱三号投资基金
S80228,歌斐创世文娱四号投资基金
S80229,歌斐创世文娱五号投资基金
S80264,沧州恒泰投资中心（有限合伙）
S80350,友山睿信1号私募投资基金
S80370,简水1号私募投资基金
S80689,申万创新彰益二号股权投资基金
S80760,利得资本-嘉凯城上海新江湾城市之光专项资产管理计划
S80997,北京喜神资产天元计划1号投资基金
S81066,金柏1期证券投资基金
S81069,湖南轻盐创业投资管理有限公司稳健4号资产管理计划
S81214,中金-云信私募工场（十九期）证券投资集合资金信托计划第5期信托单元（盈久一期&#41;
S81249,山西中合盛文化产业股权投资合伙企业（有限合伙）
S81270,五矿信托－融智稳盈1期（中融景诚3号）债券投资集合基金信托计划
S81413,南京凯腾智臻股权投资合伙企业（有限合伙）
S81463,鸿逸尊享一号私募证券投资基金
S81491,沃蓝一期私募证券投资基金
S81527,民生通惠泰山2号资产管理产品
S81528,融通资本喜岳量化1号资产管理计划
S81538,东方汇智-工银量化恒盛精选D类34期资产管理计划
S81539,华融·盛世景新策略1号证券投资集合资金信托计划
S81576,马洲龙投1号新三板基金
S81640,嘉实资本-瀚信共创财富2号资产管理计划
SD6486,宁波云鼎嘉诚股权投资合伙企业&#40;有限合伙）
SD6582,上海壹晟创富投资管理中心（有限合伙）
SD6591,南通国信君安创业投资有限公司
SD6610,上海鼎亮爵煜投资中心&#40;有限合伙）
SD6682,重庆软银创业投资中心（有限合伙）
S21077,永安信广润二号（深圳）股权投资基金中心（有限合伙）
S25277,上海财晟富瑞投资中心（有限合伙）
S36114,西证渝富渝江二号证券投资基金
S62085,中兴汇金2期
S63240,喆颢MOM汇盈2号B基金
S64032,歌斐创世微影一号投资基金
S65564,深圳市启明星领航投资企业（有限合伙）
S65574,格林财富-明睿私募证券投资基金
S67177,天演善群主基金
S67607,合信虑远安石2号基金
S67980,新余云锦投资管理中心（有限合伙）
S68262,新余怀德投资管理中心（有限合伙）
S68728,红牛定增 1 号证券投资基金
S68807,嘉源成长1号私募证券投资基金
S69372,建泓绝对收益一号投资基金
S69574,湖北军融高技术服务创业投资基金中心（有限合伙）
S69617,歌斐创世文娱二号投资基金
S69633,百济稳健3号投资基金
S69812,杭州置澜投资合伙企业（有限合伙）
S80032,宜诺3号小微金融发展私募基金
S80061,前海互兴投资基金11期
S80148,苏州工业园区昆吾民顺九鼎创业投资中心（有限合伙）
S80277,深圳前海力合华睿创新科技投资企业（有限合伙）
S80328,智信利恒一期私募证券投资基金
S80956,歌斐诺宝量化投资母基金1号18期
S81029,上海国药并购股权投资基金合伙企业（有限合伙）
S81204,中大永泰1号专项资产管理计划
S81530,中诚前海精选系列天骥投资基金
S81647,善思-秩序1号证券投资基金
S81654,安信乾盛展博远见1号特定多个客户资产管理计划
S81658,安信乾盛展博远见1号A特定多个客户资产管理计划
S81729,海通玄武元鑫莲花8号资产管理计划
S29023,北京山证投资管理合伙企业（有限合伙）
S34443,晟视天下-中融汇盈投资基金12号
S38399,北京龙德文创股权投资基金（有限合伙）
S39989,盛山安心一号1期基金
S63234,喆颢MOM汇盈2号基金
S63243,喆颢MOM汇盈2号C基金
S64255,喆颢新机遇-长城 3 号基金
S65002,百洋资产鼎瞻盛世1号
﻿S66149,歌斐创世东方产业并购投资基金
S67212,星纪月月盈基金
S67381,达孜县中钰黄山创业投资合伙企业（有限合伙）
S67428,中睿合银弈势5号对冲基金
S68021,厚生鹏滔价值一号基金
S68224,深源一号稳健成长基金
S68350,植瑞-长青定制5号投资基金
S68362,深圳和光欣诺投资中心（有限合伙）
S68394,深圳前海海润恒昌投资合伙企业（有限合伙）
S68477,中证金葵花量化对冲1号投资基金
S68507,兴业信托·辰阳乾丰八号证券投资集合资金信托计划
S68676,高速建设资产管理计划一期
S69302,歌斐创世核心企业一号投资基金
S69309,钜致投资中概红筹回归基金1号
S69397,深圳兴旺互联一号投资中心（有限合伙）
S80133,海汇财富1期证券投资基金
S80278,歌斐房多多房产特卖会三号投资基金
S80374,浙江文熙明曜套利1号私募投资基金
S80448,悟空绿城对冲量化二期证券投资基金
S80593,景闰启航2号私募证券投资基金
S80850,衍金-朴见趋势一号基金
S80967,华洲六号私募证券投资基金
S80975,海石季度丰基金-五牛尊进
S80995,珠海互娱在线一期移动互联投资基金（有限合伙）
S81030,弘尚资产耕耘中国私募投资基金
S81033,平安道远金锁1号资产管理计划
S81057,恒天稳利16号隆晟1号1期投资基金
S81100,永柏联投成长精选1号私募投资基金
S81158,陆家嘴财富-大河基金19号
S81169,美通1期价值成长证券投资基金
S81211,谦亨2号资产管理计划
S81341,扬州富海国龙影视投资中心（有限合伙）
S81441,祥驰稳盈1号基金
S81450,杭州广纳股权投资合伙企业（有限合伙）
S81480,嘉兴硅谷天堂景顺投资管理合伙企业（有限合伙）
S81483,鹏华资产大拇指泰然1号资产管理计划
S81484,肇毓投资进取一号证券投资基金
S81545,合信盈泉1号资产管理计划
S81547,合信盈泉2号资产管理计划
S81550,合信盈泉3号资产管理计划
S81551,合信安心5号资产管理计划
S81559,利得资本-上海东渡流动资金资产管理计划
S81574,苏州博悦中天投资中心（有限合伙&#41;
S81661,香驰宏业股权投资基金
S81754,磐厚蔚然-RMB丄利5号基金
S81756,磐厚蔚然-RMB丄利6号基金
S81758,金百灵—惠升6号私募证券投资基金
S81781,广州市德中一致投资合伙企业（有限合伙）
S81837,广州蕙富盈通投资合伙企业（有限合伙）
S22171,淘利趋势套利7号B基金
S26255,卓跞一号
S35692,高科1号美视裸眼3D产业专项发展基金
S39401,深圳招财新三板二期股权投资合伙企业（有限合伙）
S39877,深圳移盟起点一号创业投资合伙企业（有限合伙）
S61085,源乐晟-晟世2号私募证券投资基金
S63960,北京博闻投资基金管理中心（有限合伙）
S65038,华夏汇智1号证券投资基金
S65615,中外建信孚1号成都建设用地指标整理项目资产管理计划
S66075,世纪汇金量化优选对冲基金一期
S66115,华创巨杉净值线10号集合资产管理计划
S66122,良欣1号资产管理计划
S66998,宁波天创鼎鑫股权投资管理合伙企业（有限合伙&#41;
S67372,骏发量化对冲一号基金
S67477,北京一扬嘉德股权投资基金管理中心（有限合伙）
S67573,上海鼎亮泽昱投资中心（有限合伙）
S67835,和顿菠萝派一号基金
S67929,鼎晖稳健添利证券投资基金
S68110,景富1号证券投资基金
S68704,北京华盖卓信股权投资合伙企业（有限合伙）
S69167,德沁一号证券投资基金
S69246,北京中骏微影基金管理中心（有限合伙）
S69329,江苏华泰瑞联并购基金（有限合伙）
S69544,乾立亨-南方天赋进取1号私募证券投资基金
S69814,杭州华丁暾澜投资合伙企业（有限合伙）
S80058,新余嘉永投资管理中心（有限合伙）
S80173,量锐5号基金
S80246,歌斐创世红星四期一号投资基金
S80292,道得投资基金七期
S80319,钜洲华兴成长型2号基金
S80394,良卓资产稳银1号票据投资基金
S80919,嘉兴容泉投资合伙企业（有限合伙）
S80930,金吾CTA基金
S80982,季度薪基金2号
S81042,鉴潮价值精选基金
S81064,新余中欧润海投资合伙企业（有限合伙）
S81077,成都天下惠融企业管理中心（有限合伙）
S81082,宝益菱基金一号
S81179,中子星-微星宝1号私募证券投资基金
S81198,华宝-交银盛通精选集合资金信托计划A类6期 信托合同
S81266,昊嘉三号众星拱月基金
S81325,中财沃顿-沃康并购1期股权投资基金
S81361,江河资本夏商1号
S81428,搏股通金鼎宝证券投资基金
S81458,稷宏1号证券私募基金
S81459,上海创稷投资中心（有限合伙）
S81511,兴业资管·优财1号私募投资基金
S81512,兴业资管·优财2号私募投资基金
S81570,睿盈2号资产管理计划
S81582,北京汇富文光投资中心（有限合伙）
S81745,元鑫多策略1号私募证券投资基金
﻿S81765,中金-云信私募工场（八期）证券投资集合资金信托计划
S81773,金元宝财志2号资产管理计划
S81787,中州蓝海-瑞升稳健量化对冲基金
S81866,华侨对冲基金壹号
S81873,北京龙马德瑞投资合伙企业（有限合伙）
S81893,本元金融实验室1号基金
S81934,瑞晖泽金稳健收益1号基金
S81949,上海智祺投资合伙企业（有限合伙）
SD6495,上海德道投资中心（有限合伙）
SD6639,泰州亚马逊创业投资中心（有限合伙）
S37056,民生财富通盈2号投资基金
S38127,深圳前海海润荣丰投资合伙企业（有限合伙）
S64077,嘉兴钜洲源信投资合伙企业（有限合伙）
S65037,富善投资-安享富利宝2期基金
S65429,鑫四海现代农业新三板股权投资基金2期
S66424,上海源子创业投资中心（有限合伙）
S66734,智寅千泓1号新三板基金
S66864,融汇阳光量化对冲1号基金
S67433,元普对冲9号B
S67537,利富1号资产管理计划
S68040,理尚成长1号私募证券投资基金
S68260,泰发保定溪杉樾项目基金
S68789,七禾新-麟众FOF1号基金
S68918,泰发-石家庄天悦城项目一期基金
S69081,牟合资产方盖1号私募证券投资基金
S69141,象学一期基金
S69298,北京追远财富资本合伙企业（有限合伙）
S69375,歌斐云城投信用债七号投资基金
S69393,君茂跨市场1号基金
S69637,领瑞投资·鑫盈1号基金
S69779,厦门宏金-炒贵1号投资基金
S69826,北京荣盛博泰资产管理中心（有限合伙）
S69834,金汇鼎圣-百万宝FOF 1 号私募投资基金
S80045,骐骏中期宏观套利1号基金
S80099,杭州新筹投资合伙企业（有限合伙）
S80178,朝阳海外投资2号
S80186,博信一期阳光私募基金
S80451,华槿优悦1号研究精选私募投资基金
S80461,嘉赢拍拍股权投资二期专项基金
S80483,珠海横琴昆仑鼎信鼎成1号证券投资基金
S80679,民生财富尊享至信2期投资基金
S80769,泛盈捷睿鑫1号私募证券投资基金
S80976,北京中联众行资产管理中心（有限合伙）
S81025,宁波东融资本管理有限公司钻石四十七号稳健理财基金
S81065,宁波东融资本管理有限公司钻石四十八号稳健理财基金
S81201,徐业投资稳健增长混合基金
S81225,甲子基金·青州市宏源资产应收债权投资基金
S81272,山翔一号基金
S81299,长期价值基金
S81369,恒天稳利17号创源4号1期投资基金
S81377,盛世景价值成长1号基金
S81451,网矩时代中期量化对冲1号基金
S81513,宁波梅山保税港区兴晟里石投资管理中心（有限合伙）
S81523,金色木棉拾伍号市政工程债权投资基金
S81566,悦盈混合投资基金
S81575,恒天聚信（深圳）投资中心（有限合伙）
S81598,恒天稳利16号隆晟1号2期投资基金
S81665,璟云天天向上二号私募证券投资基金
S81760,钜和共赢2号二期投资基金
S81763,新余持盈实业投资中心（有限合伙）
S81806,恒天稳利17号创源4号2期投资基金
S81819,云外金星资产管理计划
S82022,硅谷天堂恒信财富1号专项资产管理计划
SD5553,江西中科萍钢创业投资有限公司
SD6594,嘉兴天嘉九鼎投资中心（有限合伙）
SD6684,湖北科创天使投资有限公司
S37019,华银领先十五期基金
S39412,凯邦新三板2号投资基金
S60767,华设日信2号资产管理计划
S60768,华设日信3号资产管理计划
S61496,上海东源添霖投资中心（有限合伙）
S61576,易同领先1号基金
S63913,鹰潭蓝海济世投资有限合伙企业
S66026,上海嘉迈投资合伙企业（有限合伙）
S66069,苏州工业园区元禾重元并购股权投资基金合伙企业（有限合伙）
S66668,玮达绝对回报一号证券投资基金
S66772,景富优选成长2号基金
S67637,泰发沧州凤凰城项目基金
S67882,弘顺稳健组合基金
S68292,智诚稳健回报私募证券投资基金
S68448,千辰中元丰旭日1号私募证券投资基金
S68534,杭州凯泰厚德投资合伙企业（有限合伙）
S68612,丰利中经乾禾策略轮动基金
S68701,嘉赢拍拍股权投资专项基金
S68703,麒涵2号基金
S68775,盈泰盛世精选-信业新三板投资基金1号
S68805,歌斐创世海尔供应链三期
S69122,深圳前海森得瑞股权投资基金合伙企业（有限合伙）
S69193,大象·上善若水I期证券投资基金
S69434,三智宝盈创新财富投资基金五期
S69487,湖南高新创投新泰阳投资企业（有限合伙）
S69651,来兴2号证券投资基金
S69665,先锋国益鹏程二号投资基金
S69735,映雪霜雪10号私募证券投资基金
S69827,泰发-石家庄天悦城项目二期基金
S69860,艾方嘉享1号投资基金
S80033,宜晟7号小微金融发展私募基金
