registerCode,name
SL8062,财通基金-投乐定增5号资产管理计划
SL8068,富国基金-逸享5号债券型资产管理计划
SL8094,财通资产-阳光保险集团股权收益权投资2号特定多个客户专项资产管理计划
SL8107,前海开源-五矿金融资产重组资产管理计划
SL8057,财通基金-富春定增1089号资产管理计划
SL7891,易方达资产杭州银行31号单一客户专项资产管理计划
SL7932,德邦基金德程2号资产管理计划
SL7958,富安达锦绣39号分级专项资产管理计划
SL8024,金元百利哈密浙商2号专项资产管理计划
SL8033,建信贵宾7号资产管理计划
SL8075,华富基金-华鑫信托183号资产管理计划
SL7994,银华资本-汇雅1号专项资产管理计划
SL8109,富国资产-富冀1号专项资产管理计划
SL8058,财通基金-富春定增1016号资产管理计划
SL8050,兴全睿银3号专项资产管理计划
SL7978,北信瑞丰正前1号资产管理计划
SL7956,富国资产-广农鑫元1号资产管理计划
SL8086,招商财富-景鑫唯享南京1号专项资产管理计划
SL8031,建信贵宾5号资产管理计划
SL7894,中融资产-启源1号专项资产管理计划
SL8054,北银丰业昌平专项资产管理计划
SL8081,前海开源资产华安增利1号专项资产管理计划
SL7895,中融资产-悦赢鸿晟1号专项资产管理计划
SL8095,财通资产-阳光保险集团股权收益权投资特定多个客户专项资产管理计划二期
SL8105,天弘基金博普债券2号资产管理计划
SL7900,国寿安保-民生信托定增4号资产管理计划
SL8077,华富基金-华鑫信托184号资产管理计划
SL7857,鹏华资产安鑫1号专项资产管理计划
﻿SL7842,北银丰业远洋地产专项资产管理计划
SL7747,平安汇通平安金橙财富稳盈宜居44号专项资产管理计划
SL7839,财通基金-优选财富VIP尊享定增3号资产管理计划
SK5680,四季丰收之华夏资本-申万FOF1号资产管理计划
SL7723,景顺长城沪港深6号资产管理计划
SL7763,富国资产-宏远1号资产管理计划
SL7752,富诚海富通富安三号专项资产管理计划
SL7756,建信资本安阳昌达投资专项资产管理计划
SL7853,前海开源资产兆驰1号专项资产管理计划
SL0334,国投瑞银资本昆仑投资1号专项资产管理计划
SL7753,申万菱信-光大银行-陕国投光银6号资产管理计划
SK5683,四季丰收之华夏资本-申万FOF2号资产管理计划
SL7862,北信瑞丰基金银安精选6号资产管理计划
SL7877,红塔资产明盛1号专项资产管理计划
SL7833,新华富时荣尊3号专项资产管理计划
SL7835,新华富时金石28号专项资产管理计划
SL7841,中银基金-固定收益专户1号资产管理计划
SL7740,景顺长城沪港深8号资产管理计划
SL7795,申万菱信-优选2号资产管理计划
SL7886,长城嘉信天祥3号专项资产管理计划
SL7746,长安资产-浙商11号委托贷款专项资产管理计划
SL7719,千石资本-鑫宝567号专项资产管理计划
SL7871,中欧盛世耀光1号专项资产管理计划
SL7855,安信乾盛华章汉辰1号专项资产管理计划
SL7794,建信资本赢来赢往山东1号专项资产管理计划
SL7878,红塔资产明隆1号专项资产管理计划
SL7818,招商基金-嘉兴银行1号资产管理计划
SL7801,上银瑞金-渤海信托嘉凯城专项资产管理计划
SL7716,兴业财富-兴金233号单一客户专项资产管理计划
SL7715,兴业财富-兴金403号单一客户专项资产管理计划
SL7807,北信瑞丰资产滨海一号专项资产管理计划
SL7880,国泓资产-浦汇1号专项资产管理计划
SL7793,建信资本赢来赢往山东2号专项资产管理计划
SL7876,申万菱信-茂典定增1号特定资产管理计划
SL7717,兴业财富-兴金386号单一客户专项资产管理计划
S95688,华安资产海盛1号专项资产管理计划
SL7875,长安基金一创1号投资组合
SL7840,中银基金-固定收益专户2号资产管理计划
SL7766,金元百利哈密浙商1号专项资产管理计划
SL7874,招商财富-嘉兴银行-华铁1号专项资产管理计划
SL7714,兴业财富-兴金396号单一客户专项资产管理计划
SL7863,前海开源凯悦资产管理计划
SL7744,长安资产-浙商10号委托贷款专项资产管理计划
SL7882,前海开源源上1号资产管理计划
SL7885,长城嘉信天祥2号专项资产管理计划
SL7545,长城中融5号特定资产管理计划
SL7465,前海金鹰粤通181号专项资产管理计划
SL7575,国寿安保-无锡农商行债券1号资产管理计划
SL7606,融通资本北大资源1号专项资产管理计划
SL7602,九泰基金-锐安定增2号资产管理计划
SL7588,华安基金靖亿1号资产管理计划
SL7394,博时资本-云谷5号专项资产管理计划
SL7547,长城中融6号特定资产管理计划
SL7586,长盛创富盛金22号专项资产管理计划
SL7587,鹏华基金-旭光2号单一客户资产管理计划
SL7435,首誉光控-中建投富通2号专项资产管理计划
SL7421,建信睿享FOF1号特定多个客户资产管理计划
SL7454,嘉实资本极光7号专项资产管理计划
SL7327,江信基金聚合12号资产管理计划
SL7511,万家共赢添利六号专项资产管理计划
SL7564,富国资产-东莞银行1号专项资产管理计划
SL7409,方正富邦-中福1号专项资产管理计划
SL7466,华富-川财-1号资产管理计划
SL7342,首誉光控-湘潭九华创新创业中心项目专项资产管理计划（三号）
SL7412,申万菱信-平安信托定增1号资产管理计划
SL7571,长盛创富盛金21号专项资产管理计划
SL7447,万家基金阳泉1号资产管理计划
SL7572,英大资本-黑桃互动专项资产管理计划
SL7329,方正富邦创融-联丰2号专项资产管理计划
SL7619,招商财富-招盈价值专项资产管理计划
SL7618,长城嘉信平安银行安银1号专项资产管理计划
SL7472,新沃基金-积家财富6号资产管理计划
SL7589,长盛创富盛金23号专项资产管理计划
SL7598,金元顺安众兴定增2号资产管理计划
SL7578,万家共赢青岛1号专项资产管理计划
SL7399,中欧基金债券多策略资产管理计划
SL7607,中欧盛世安盈2号资产管理计划
SL7556,易方达资产易成12号专项资产管理计划
SL7524,中融基金-分级稳健收益1号资产管理计划
SL7576,英大资本-光大360专项资产管理计划
SL7605,中欧盛世安盈1号资产管理计划
SL7565,长盛创富盛金20号专项资产管理计划
SL7457,万家基金阳泉2号资产管理计划
SL7455,千石资本鑫宝316号资产管理计划
SL7612,天弘-锦绣3号资产管理计划
SL7599,长盛创富盛金24号专项资产管理计划
SL7597,金元顺安众兴定增1号资产管理计划
SL7569,英大资本-光大浸辉360专项资产管理计划
SL7595,北京方正富邦创融资产管理有限公司重庆中新临空产业建设发展基金1期3号（结构化）专项资产管理计划
SL7579,光大保德信光大重庆盈通4号资产管理计划
SL7608,博时基金-财达2号特定资产管理计划
SL7544,安信乾盛浦发福州1号专项资产管理计划
SL7446,英大资本-盛世中天并购4号专项资产管理计划
SL7436,首誉光控-万向鑫诚1号专项资产管理计划
SL7615,国泓资产-旭光1号单一客户专项资产管理计划
SL7540,财通基金-祥瑞定增1号资产管理计划
SL7093,工银瑞信信宏38号资产管理计划
SL7288,招商财富-招商银行-新疆高新城市建设基金专项资产管理计划
SL6992,金元百利浙商天业1号专项资产管理计划
SL7116,平安汇通全球易精选专项资产管理计划
﻿SL6992,金元百利浙商天业1号专项资产管理计划
SL7270,融通资本蓉宝19号专项资产管理计划
SL7263,中海恒信-瑞鑫1号单一客户专项资产管理计划
SA9426,融通资本创盈5号专项资产管理计划
SL7192,诺安资管景逸34号专项资产管理计划
SL7086,博时基金浦赢多策略资产管理计划
SL7138,英大资本-昆明合作发展基金股权投资专项资产管理计划
SL7229,招商财富理财宝4号专项资产管理计划
SL7160,北信瑞丰基金一创资本鸿运五号资产管理计划
SL6975,嘉实资本稳健51号专项资产管理计划
SL7078,汇添富资本-五谷丰登系列-荣添40号号专项资产管理计划
SL7023,招商财富-民生厦门分行1号专项资产管理计划
SL7201,汇添富-债添利57号资产管理计划
SL7090,建信资本安阳经开投资专项资产管理计划
SL7081,汇添富资本-五谷丰登系列-荣添43号号专项资产管理计划
SL7277,创金合信臻诚1号资产管理计划
SL7296,前海金鹰粤通161号专项资产管理计划
SK2335,宝盈-中铁信托2号特定客户资产管理计划
SL7281,创金合信金睿96号特定客户资产管理计划
SL7104,天治爱建1号资产管理计划
SL7211,兴全-可交换私募债42期分级特定多客户资产管理计划
SL7080,汇添富资本-五谷丰登系列-荣添42号号专项资产管理计划
SL7250,财通基金-玉泉中科智1号资产管理计划
SL7096,平安汇通领先价值专项资产管理计划
SL7264,中欧盛世-晨山1号专项资产管理计划
SC3716,诺安资管福鹿源7号专项资产管理计划
SL7178,新华富时合利26号专项资产管理计划
SL7173,招商财富-中信定增1号专项资产管理计划
SL7197,元达信资本暖流稳盈2号专项资产管理计划
SL7102,平安汇通平安金橙财富私行专享15号专项资产管理计划
SL7119,中欧盛世世诚3号资产管理计划
SL7067,诺安资管京基1号专项资产管理计划
SL7254,江信基金定增41号资产管理计划
SL7008,鹏华基金鹏诚多策略绝对收益20号资产管理计划
SL7033,汇添富资本-惠利1号专项资产管理计划
SL7246,安信基金华宝2号资产管理计划
SL7232,农银汇理资产-常州和垚专项资产管理计划
SL6977,嘉实资本稳健52号专项资产管理计划
SL7251,财通基金-粤乐定增1号资产管理计划
SL7076,汇添富资本-五谷丰登系列-荣添39号专项资产管理计划
SL7079,汇添富资本-五谷丰登系列-荣添41号号专项资产管理计划
SL7267,建信资本青岛海湾集团专项资产管理计划
SL7266,德邦创新资本-涵妍邮电系列应收账款投资1号专项资产管理计划
SL7007,长城嘉信嘉盈1号专项资产管理计划
SL7286,招商财富-招商银行-宏亮山东1号专项资产管理计划
SL7242,安信基金华宝1号资产管理计划
SL6944,万家基金齐盛多策略1号二期资产管理计划
SL6911,天弘-财富9号资产管理计划
SL6934,平安大华-平安证券安鑫行E通2号特定客户资产管理计划
SL6740,中融资产-融景1号专项资产管理计划
SL6919,千石资本-鑫宝180号资产管理计划
SL6820,西部利得-诚鼎2号资产管理计划
SL6741,中信建投基金-稳富6号资产管理计划
SL6683,兴业财富-兴利232号单一客户专项资产管理计划
SL6853,北信瑞丰安鑫16号专项资产管理计划
SL6905,兴全-可交换私募债35期分级特定多客户资产管理计划
SA6296,易方达资产富利1号专项资产管理计划
SL6756,东海基金-锦臻-金龙25号资产管理计划
SL6940,金鹰穗盈定增207号资产管理计划
SL6937,大成创新资本-武当1号结构化资产管理计划
SL6659,融通资本悦众1号资产管理计划
S95903,华泰柏瑞基金－民生银行量化1期资产管理计划
SL6880,建信资本开封祥符发投专项资产管理计划
SL6958,平安汇通平安金橙财富宜居60号二期专项资产管理计划
SL6868,北信瑞丰基金丰盈8号资产管理计划
SL6956,国泰元鑫珠海心海州专项资产管理计划
SL6890,中铁宝盈嘉宸定增优选1号特定资产管理计划
S95897,华泰柏瑞基金-兴业银行-清华基金会稳定收益资产管理计划
SL6825,海富通龙江银行一对一资产管理计划
SL6912,信诚基金定丰11号资产管理计划
SL6824,西部利得-诚鼎4号资产管理计划
SL6907,财通基金-安吉3号资产管理计划
SL6857,首誉光控-辽宁本溪城投1号专项资产管理计划
SL6949,前海开源资产孩子王专项资产管理计划
SL6909,千石资本-鑫宝290号资产管理计划
SL6861,北信瑞丰基金银安精选1号资产管理计划
SL6654,方正富邦创融-天平1号专项资产管理计划
SL6922,首誉光控-景瑞杭州专项资产管理计划
SL6856,万家共赢含光62号三峡资产管理计划
SL6750,建信事件驱动量化策略1号资产管理计划
SL6921,长安国金1号资产管理计划
SL6935,天弘债券启航1号资产管理计划
SL6686,海富通睿智定增二号资产管理计划
SL6864,新华富时合利25号专项资产管理计划
SL6809,兴全睿众创新策略5号特定多客户资产管理计划
SL6951,融通资本启航146号专项资产管理计划
SL6812,西部利得-诚鼎1号资产管理计划
SL6689,万家共赢安泰1号专项资产管理计划
SL6716,长信-紫金-海外债1号资产管理计划
SL6918,天弘-财富10号资产管理计划
SH0338,国投瑞银资本恒银华昱专项资产管理计划
SL6826,西部利得-诚鼎5号资产管理计划
SL6915,招商财富-汇通1号专项资产管理计划
SL6627,德邦德星专项资产管理计划
SL6855,中融基金-金牛基金策略精选FOF资产管理计划
SL6734,建信乾元安享特定多个客户资产管理计划
SL6837,大成创新资本-广州承兴14号应收账款专项资产管理计划
SL6704,上银瑞金-鸿运28号专项资产管理计划
SL6831,红土创新红石45号定向增发资产管理计划
SL6823,西部利得-诚鼎3号资产管理计划
﻿S96916,博时资本-铂锭58号专项资产管理计划
SL6926,德邦创新资本嘉侑基金专项资产管理计划（结构化）
SL6768,工银瑞信-华融远策-增宏2号资产管理计划
SL6479,英大资本-汉中文旅应收账款债权投资二期1号专项资产管理计划
SL6490,华安-上海汇付朗程定增二号资产管理计划
SL6584,九泰基金-锐盈定增1号资产管理计划
SL6455,首誉光控-中信临淄1号专项资产管理计划
SL6441,首誉光控-星城建投1号专项资产管理计划
SL6276,易方达浦赢量化多策略1号资产管理计划
SL6440,新沃基金-瑞康1号资产管理计划
SL6522,兴业财富-兴金329号单一客户专项资产管理计划
SL6437,长江财富-浦财3号专项资产管理计划
SL6469,招商财富民生银行同庆深圳1号专项资产管理计划
SL6421,建信-华润信托-增利10号
SL6444,嘉实基金裕远多利资产管理计划
SL6548,前海开源资产可信影视成长专项资产管理计划
SL6253,嘉实资本稳健48号专项资产管理计划
SL6601,前海金鹰粤通162号专项资产管理计划
SL6223,兴业财富-兴隆71号特定多客户专项资产管理计划
SL6559,富国基金-邮储银行1号资产管理计划
SL6330,泰达宏利价值成长定向增发516号资产管理计划
SL6417,招商财富-晴空1号专项资产管理计划
SL6556,中信建投基金-国睿融创3号资产管理计划
SL6397,财通资产-阳光保险集团股权收益权投资特定多个客户专项资产管理计划
SL6457,金元百利包融通【43】号专项资产管理计划
SL6587,景顺长城多策略1期资产管理计划
SL6508,银河资本青岛农商1号专项资产管理计划
SL6526,华安-清风56号资产管理计划
SL6555,中信建投基金-中国梦5期资产管理计划
SL6509,新华富时合利22号专项资产管理计划
SL6419,金元百利嘉创1号专项资产管理计划
SL6370,兴瀚资管-兴晟130号单一客户专项资产管理计划
SL6483,金鹰定增127号资产管理计划
SL6316,万家共赢彩虹93号专项资产管理计划
SL6552,兴全-睿丰1号特定多客户资产管理计划
SL6576,中信建投基金-川融1号资产管理计划
SL6560,中信建投基金国电资本资产管理计划
SL6256,粤享财富11号-嘉实资本分级基金A份额专项资产管理计划
SL6523,国泓资产-泰州临江港口特定多个客户专项资产管理计划
SL6442,首誉光控-星城建投2号专项资产管理计划
SL6504,英大资本-光大银行-智能电动汽车专项资产管理计划1号
SL6426,建信基金悦享1号特定多个客户资产管理计划
SC6343,长安信托长安基金一号资产管理计划
SL6547,农银汇理资产-巴中市合作发展专项资产管理计划
SL6423,鹏华资产鼎泰华宝1号专项资产管理计划
S96013,南方优享资产管理计划
SL6433,安信基金-华润信托-华中定增1号资产管理计划
SL6582,上银瑞金-鸿运29号专项资产管理计划
SL6540,华安-万和证券有限责任公司资产管理计划 
SL6431,融通资本-东吴基金债券增强1号
SL6588,景顺长城多策略2期资产管理计划
SL6079,中融基金-长安信托2号资产管理计划
SL6101,英大资本-汉中文旅应收账款债权投资二期2号专项资产管理计划
SC2530,平安金橙财富稳盈258号专项资产管理计划
SL6152,金鹰钜鑫定增202号资产管理计划
SL5967,建信悦月盈2号特定多个客户资产管理计划
SL6142,建信定增掘金8号资产管理计划
SL3841,嘉实基金稳进2号资产管理计划
SL5956,大成创新资本-招商银行-景利82号专项资产管理计划
SJ5246,兴瀚资管-兴聚7号单一客户专项资产管理计划资产管理合同
SL6127,万家共赢含光59号东海专项资产管理计划
SL6210,中信建投基金-国睿融创1号资产管理计划
SL6168,长江财富-金橙3号专项资产管理计划
SL6137,泰达宏利中益定向增发专户分级资产管理计划21号
SL6170,长江财富-郑市郊1号专项资产管理计划
SC1297,平安汇通平安金橙财富稳盈302号资产管理计划
SL6146,中信建投基金-国睿融创2号资产管理计划
SL6178,华夏基金-港股通资产管理计划
SL6167,长江财富-金橙1号专项资产管理计划
SL6172,财通基金-安吉1号资产管理计划
SL6072,瑞元资本瑞腾投资6号专项资产管理计划
SL6198,建信定增掘金9号资产管理计划
SL6244,富国资产包荣1号专项资产管理计划
SL5889,华泰柏瑞基金-工银安盛人寿-价值增长1号资产管理计划
SL6049,国投瑞银资本百灵204号（三期）专项资产管理计划
S95693,华安资产海盛8号专项资产管理计划
SL6184,兴业基金稳富27号单一客户资产管理计划
SL6224,安信基金白鹭定增2号资产管理计划
SL6073,中欧盛世-泉鑫FOF1号资产管理计划
SL5777,华福基金-阿尔法11号资产管理计划
SL6108,天弘基金-浦发银行1号资产管理计划
SL6235,创金合信金诚12号资产管理计划
S87095,兴瀚资管-兴聚津26号单一客户专项资产管理计划资产管理合同
S97063,嘉合基金-中航信托-纯债3号资产管理计划
SL6179,财通基金-富春定增960号资产管理计划
SL6219,元达信资本廊坊银行昌达2号专项资产管理计划
SL6207,建信基金—广银增益特定多个客户资产管理计划
SL6236,创金合信华融黄商4号资产管理计划
SC1301,平安汇通平安金橙财富稳盈330号专项资产管理计划
SL5972,易方达资产易发9号专项资产管理计划
SL6177,泰达宏利基金-招商财富债券1号资产管理计划
SL5841,工银瑞信投资-工渝（重庆区域理财2号）专项资产管理计划
SJ5247,兴瀚资管-兴晟39号单一客户专项资产管理计划
SD0423,兴瀚资管-兴晟34号单一客户专项资产管理计划
SL5800,红塔资产风帆2号专项资产管理计划
SL5802,平安汇通平安金橙财富稳盈492号专项资产管理计划
SL5763,华宝兴业申毅投资一号专户
SL5646,银河资本广农中金创新1号资产管理计划
SL5719,嘉实资本嘉盛挂钩35号专项资产管理计划
SL5649,建信基金悦享3号特定多个客户资产管理计划
﻿SL5463,长城中融2号特定资产管理计划
SL5779,前海开源麒麟1号资产管理计划
SL5688,工银瑞信投资-信诚3号分级专项资产管理计划
SL5722,平安汇通平安智富定制178号专项资产管理计划
SL5762,聚潮资管浦盈2号专项资产管理计划
SL5765,泰达宏利中新融创定向增发3号资产管理计划
SL5440,博时基金吉鑫2号特定多个客户资产管理计划
SL5757,华润元大资产启元1号专项资产管理计划
SL5742,诺德SMART定投1号资产管理计划
SL5557,嘉合基金-中航信托-纯债7号资产管理计划
SL5529,招商财富-华人1号专项资产管理计划
SL5630,国泰元鑫-四川巴中新城建投3号专项资产管理计划
SK9951,华宝兴业博煊亚洲基金一号资产管理计划
SL5591,中融资产-融津达1号专项资产管理计划
SL5794,广发基金-华润固收1号资产管理计划
SL5667,平安汇通定海4号专项资产管理计划
SL5634,红塔资产方正电机1号股票收益权结构化专项资产管理计划
SL5716,银华量化绝对收益9号资产管理计划
SL5676,长城嘉信平安宜居重庆2号专项资产管理计划
SL5720,嘉实资本嘉盛挂钩34号专项资产管理计划
SL5474,长城中融4号特定资产管理计划
SL5620,顺富1号专项资产管理计划
SL5756,长江财富-开源投资优先1号专项资产管理计划
SL5738,浙商晟视国债套利2号资产管理计划
SL5596,中融资产-融津达2号专项资产管理计划
SL5471,嘉实资本稳健47号专项资产管理计划
SL5724,广发基金-中银精选2号资产管理计划
SL5559,嘉合基金-中航信托-纯债8号资产管理计划
SL5795,广发基金-兴业银行广州分行固收1号资产管理计划
SL5609,嘉实资本极光6号专项资产管理计划
SL5468,长城中融3号特定资产管理计划
SL5663,长城嘉信鼎盛6号专项资产管理计划
SL5776,招商财富-招商银行-多赢28号专项资产管理计划
SL5417,财通基金-富春定增1019号资产管理计划
SL5344,诺德基金同安灵活配置5号资产管理计划
SL5220,建信资本建中1号专项资产管理计划
SL5332,天弘融金汇富一号资产管理计划
SL5174,易方达资产工渝1号资产管理计划
SL5378,中欧盛世-福雍1号单一客户专项资产管理计划
S93322,创金合信昭尊6号中信资产管理计划
SL5370,易方达资产广融9号资产管理计划
SL5416,财通基金-富春218号资产管理计划
SL5403,华夏资本嘉永1号专项资产管理计划
SL5247,融通融益2号定增系列特定（多个）客户资产管理计划
SL5273,交银施罗德资管海南矿业专项资产管理计划
SL5377,财通基金-长兴1号资产管理计划
SL5138,华夏基金-华夏资本-肥城农商银行-债券精选1号资产管理计划
SL5421,兴瀚资管-兴开源15号单一客户专项资产管理计划
SL5244,首誉光控-中诚中洲1号专项资产管理计划
SL5281,北银丰业金地前海专项资产管理计划
SL5404,财通基金-海银定增3号资产管理计划
SL5361,泰达宏利中证金葵花定增1号资产管理计划
SL5324,富安达紫金8号专项资产管理计划
SL5376,易方达资产广融11号资产管理计划
SL5374,中欧盛世-福雍2号单一客户专项资产管理计划
SL5401,信达澳银基金-森源电气定增1号资产管理计划
SL5372,易方达资产广融10号资产管理计划
SL5207,招商财富-招商银行-景源厦门3号专项资产管理计划
SL5191,瑞元资本浦发银行浦瑞投资29号专项资产管理计划
SL5411,招商财富-私享股权精选3号专项资产管理计划
SL5371,前海金鹰粤通93号专项资产管理计划
SL5368,稳中求进系列之广发瑞元资本年享3期专项资产管理计划
SL5327,鑫沅资产鑫梅花272号专项资产管理计划
SL5396,新华富时GS1号专项资产管理计划
SL5107,中欧盛世华夏银行1号专项资产管理计划
SA9296,融通资本东海1号专项资产管理计划
SL5265,北信瑞丰资产祥瑞1号专项资产管理计划
SL5245,首誉光控-中诚中洲2号专项资产管理计划
SL5384,建信资本南京海底世界专项资产管理计划
SA8755,浦银安盛-安诚2号资产管理计划
SL5434,金元百利包融通【42】号专项资产管理计划
SL5302,招商财富嘉和1号专项资产管理计划
SL5369,易方达资产广融8号资产管理计划
SL5277,工银瑞信-郑州市郊农信社-信宏41号
SL5236,中欧盛世鼎晟1号单一客户资产管理计划
SL5355,中欧盛世-原龙兄弟2号资产管理计划
SL5243,融通资本丰鑫4号专项资产管理计划
SL5182,泰达宏利量化组合10号资产管理计划
SL5395,信诚基金定丰6号资产管理计划
SL5077,安信基金钜鑫定增2号资产管理计划
SL5353,中欧盛世-原龙兄弟1号资产管理计划
SL4913,华安-银河投资展恒产业升级定增1号资产管理计划
SL4931,财通基金-玉皇稳健1号资产管理计划
SL4822,易方达资产广融5号资产管理计划
SL4967,德邦创新资本海门投资专项资产管理计划
SL5047,银河资本-中船投资-濠河专户资产管理计划
SL4864,嘉实资本嘉瑞共赢2号专项资产管理计划
SL4968,融通-富国资产融信57号特定资产管理计划
SL5025,天弘创新-蚂蚁借呗专项资产管理计划（二期）
SJ6926,国投瑞银资本博时资本收获3号专项资产管理计划
SL4867,方正富邦-神州1号专项资产管理计划
SL5046,银河资本-中船投资-山楂树专户资产管理计划
SL4971,华夏资本-申万宏源甘肃1号资产管理计划
SL4911,安信基金钜鑫定增1号资产管理计划
SL4814,博时资本-铂锭346号专项资产管理计划
SL4896,中欧盛世-耀之-兴业量化对冲2号资产管理计划
SL4782,华润元大资产鑫诚1号专项资产管理计划
SL5050,财通基金-恒增鑫享9号资产管理计划
SL4884,建信长嘉1号资产管理计划
SL4934,工银瑞信基金-平安人寿盘活委托投资1号资产管理计划
﻿SL5056,长信-市郊1号资产管理计划
SL4750,瑞元资本瑞腾投资8号专项资产管理计划
SL4816,富安达京江尚瑞15号专项资产管理计划
SL5034,长江财富-金橙5号专项资产管理计划
SL4939,泰达宏利价值成长定向增发503号
SL5068,兴瀚资管-兴广源19号单一客户专项资产管理计划
SL4815,富安达京江尚瑞16号专项资产管理计划
SL5044,中欧盛世鼎晟2号单一客户资产管理计划
SL4957,泰达宏利价值成长定向增发497号
SL5084,创金合信金睿95号资产管理计划
SL5075,元达信资本-鲲鹏6号资产管理计划
SL4794,平安汇通众消科技一期1号专项资产管理计划
SL5043,瑞元资本沪祥2号专项资产管理计划
SC3708,诺安资管福鹿源12号专项资产管理计划
SL4936,银华资本-光大保德信-债券投资1号资产管理计划
S99020,大成创新资本-联发专户资产管理计划
SL5081,长城嘉信奥凯1号专项资产管理计划
SL5005,兴瀚资管-兴广源18号单一客户专项资产管理计划
SL4738,平安汇通瑞祥18号专项资产管理计划
SL4762,方正富邦资管-稳健5号专项资产管理计划
SL4712,银河资本-瀚信多策略套利1期资产管理计划
SA3000,中国人寿保险股份有限公司委托招商基金管理有限公司中证全指组合
SL4714,天弘创新-大树蚂蚁1号专项资产管理计划
SL4529,首誉光控-云南大唐国际股权专项资产管理计划
SL4715,中欧盛世-民森一号单一客户资产管理计划
SL4683,广发基金鑫源4号资产管理计划
SL4787,平安汇通平安智富定制181号专项资产管理计划
SL4754,江信基金策略投资7号资产管理计划
SL4753,江信基金策略投资6号资产管理计划
SL4477,嘉实资本-创盈8号（源乐晟）资产管理计划
SL4547,安信乾盛浦发广州1号专项资产管理计划
S87109,兴瀚资管-兴金56号单一客户专项资产管理计划
SL4751,招商财富-民生济南分行1号专项资产管理计划
SL4733,方正富邦资管-稳健1号专项资产管理计划
SL4699,融通资本盈通8号专项资产管理计划
SL4687,诺安资管景逸32号专项资产管理计划
SA3015,招商信诺灵动委托投资组合CIGNA&CMC Ling Dong Portfolio
SL4695,东海瑞京-翔龙7号专项资产管理计划
SL4476,融通-融信49号资产管理计划
SL4746,方正富邦资管-稳健3号专项资产管理计划
SL4774,北京方正富邦创融资产管理有限公司恒富专项资产管理计划
SL4717,中融基金-融耀定增8号资产管理计划
SL4601,平安汇通大洋13号专项资产管理计划
SL4493,万家共赢阳泉农信一号专项资产管理计划
SL4535,招商基金-运城农商1号资产管理计划
SL4756,江信基金策略投资5号资产管理计划
SL4757,江信基金策略投资8号资产管理计划
SL4760,方正富邦资管-稳健4号专项资产管理计划
SA3001,中国农业银行离退休人员福利负债特定客户资产管理计划
SL4665,东海瑞京-翔龙6号专项资产管理计划
SL4786,平安汇通运城农商行1号专项资产管理计划
SL4681,东海瑞京-翔龙8号专项资产管理计划
SL4664,富诚海富通荣盛二十六号专项资产管理计划
SA3016,招商信诺锐取委托投资组合CIGNA&CMC Rui Qu Portfolio
SL4777,兴瀚资管-兴开源11号单一客户专项资产管理计划
SA3070,招商基金-国海稳定成长1号特定客户资产管理计划
SL4525,大成创新资本-敦化1号单一客户专项资产管理计划
SL4553,海富通-安盛二十一号资产管理计划
SL4589,博时基金-天弘-光大银行资产管理计划
SL4755,江信基金策略投资4号资产管理计划
SL4483,嘉实资本稳健46号专项资产管理计划
SL4768,信达新兴资产民生银行1号专项资产管理计划
SL4659,长江财富-金橙2号专项资产管理计划
SL4647,德邦创新资本？长沙湘江双子塔（二期3号）专项资产管理计划
SL4528,首誉光控-大唐1号专项资产管理计划
SL4709,方正富邦资管-稳健2号专项资产管理计划
SL4749,江信基金策略投资3号资产管理计划
SL0837,工银瑞信投资睿享1号专项资产管理计划
SL4636,中信建投基金-广州农商银行-厦门农商固收1号资产管理计划
SA3056,招商基金-前海人寿投资组合（CMF-QHL Portfolio）
SL4778,兴瀚资管-兴开源12号单一客户专项资产管理计划
SL4742,富国基金优享1号混合型资产管理计划
SL4606,新华富时工大2号专项资产管理计划
SL4490,博时资本铂锭328号专项资产管理计划
SL4770,招商财富-架桥资本1号专项资产管理计划
SL4736,红土创新红石51号新三板资产管理计划
SL4744,景顺长城稳利1期资产管理计划
SL4544,诺德基金千金112号定向增发
SL4412,易方达资产广融13号资产管理计划
SL4274,前海金鹰粤通167号专项资产管理计划
SL4345,金元百利包融通【41】号专项资产管理计划
SL4347,卓元2号资产管理计划
SL4270,建信资本桐乡金开专项资产管理计划
SL4261,融通-长春农商银行融信53号特定客户资产管理计划
SL4440,西部利得-东方睿德3号资产管理计划
SL4330,华安资产-华盈2号资产管理计划
SL4458,创金合信鑫选3号多策略资产管理计划
SL4456,前海金鹰粤通92号专项资产管理计划
SC2461,平安汇通金牛22号专项资产管理计划
SL4457,前海金鹰粤通153号专项资产管理计划
SL4186,汇通刚泰股权投资基金1号专项资产管理计划
SL4360,南方基金-德阳银行稳健一号资产管理计划
SC3617,诺安资管东安5号专项资产管理计划
SL4451,招商财富-私享股权精选2号专项资产管理计划
SL4408,新华富时滨新1号专项资产管理计划
SL4442,建信乾元-鑫溢鹭岛资产管理计划
SL4304,兴瀚资管-兴晟8号单一客户专项资产管理计划
SL4410,建信资本昆明物流专项资产管理计划
SL4344,华富资管-恒通6号专项资产管理计划
SL4439,农银汇理资产-四川基础设施建设专项资产管理计划
﻿SL4448,前海金鹰穗利5号专项资产管理计划
SL4465,前海金鹰粤通149号专项资产管理计划
SL4404,银河资本-中船投资FOF一期资产管理计划
SL4463,前海金鹰粤通168号专项资产管理计划
