registerCode,name
SM7399,安信乾盛乾红1号专项资产管理计划
SM7395,兴业全球-兴兴1号特定多客户资产管理计划
SM7390,泰达宏利价值成长定向增发553号
SM7388,兴全睿盈特定策略3号特定多客户资产管理计划
SM7441,长信-得益纯债1号资产管理计划
SM7392,博时基金-大无畏1号资产管理计划
SM7238,红塔资产鑫祺1号专项资产管理计划
SM7435,财通基金-久银湘商定增1号资产管理计划
SM7285,华夏基金-招商银行-华夏资本债券策略1号资产管理计划
SM7465,农银汇理资产-增利宝内蒙古1号专项资产管理计划
SM7381,南方FOF绝对收益壹号资产管理计划
SM7400,安信乾盛阳光翡翠浦江专项资产管理计划
SM7474,国泓资产-福鹿源4号专项资产管理计划
SM7442,华夏基金-邮储银行-大连策略1号资产管理计划
﻿SM7463,锦银前海金鹰粤通229号专项资产管理计划
SM7406,泰达宏利华鑫绿丝路1号
SM7405,金元百利汇达专项资产管理计划
SM4586,鹏华资产搏股通金45号（源乐晟）主动管理一期资产管理计划
SM7373,华安资产-爱建上汽定增1号资产管理计划
SM7458,嘉实基金-农业银行-海外收益资产管理计划
SM7459,嘉实基金—交通银行货币增强
SM7394,德邦创新资本-涵妍邮电系列应收账款投资3号专项资产管理计划
SM7464,前海金鹰粤通230号专项资产管理计划
SM7439,天弘创新-弘睿1号专项资产管理计划
SM7418,富国基金-青岛银行-固定收益1号资产管理计划
SM7302,粤享财富15号-嘉实资本智臻一期专项资产管理计划
SM7389,泰达宏利价值成长定向增发545号资产管理计划
SM7374,华润元大资产华利1号专项资产管理计划
SM7307,广发2号资产管理计划
SM7365,易方达资产大健康一号单一客户专项资产管理计划
SM7408,金元顺安瑞诚1号资产管理计划
SM7364,瑞元资本帕兰堤尔股权投资1号专项资产管理计划
SM7288,国开泰富资管-阳光2号专项资产管理计划
SM7452,鑫元基金-鑫合通22号资产管理计划
SM7349,方正富邦津农商1号专项资产管理计划
SM6026,中欧玉信资产管理计划
SM7460,嘉实基金-平安人寿委托投资3号资产管理计划
SM7446,博时资本-深圳农商2号专项资产管理计划
SM7443,新华富时民生盈华9号专项资产管理计划
SM7402,新华富时合利32号专项资产管理计划
SM7433,金元百利紫金股权1号专项资产管理计划
SM7470,建信资本宁波江北城建专项资产管理计划
SM7437,中信建投基金-郯城农商行资产管理计划
SM7425,华安-水富君成资产管理计划
SM7449,中信建投基金水城1号资产管理计划
SM7237,红塔资产明灿1号专项资产管理计划
SE8838,景顺长城-工行私行1号资产管理计划
SM7415,方正富邦基金跨境通定增资产管理计划
SM7130,诺德基金千金126号定向增发
S96302,博时-工行私行1号资产管理计划
SM7072,首誉光控-宏诚专项资产管理计划
SM6995,中融基金-融增1号资产管理计划
SM7188,新华富时海林发展金石29号专项资产管理计划
SM7214,天弘创新-亚洲美元债专项资产管理计划
SM7184,长盛创富盛金8号专项资产管理计划
SM7098,工银瑞信投资睿享3号专项资产管理计划
SM7197,财通基金-财通定增17号资产管理计划
SM7103,首誉光控-丰盈专项资产管理计划
SM7071,首誉光控-誉诚专项资产管理计划
SM7108,渤债2号资产管理计划
SM7145,新华基金睿翼1号资产管理计划
SM7229,易方达资产建安9号专项资产管理计划
SM7196,建信资本温州城投专项资产管理计划
SM7133,交银施罗德南方工业QDII资产管理计划
SM7217,农银汇理资产-承德农业产业专项资产管理计划
SM7230,首誉光控-永新专项资产管理计划
SM7105,首誉光控-高恒专项资产管理计划
SM7128,西部利得-飞马3号分级资产管理计划
SM7189,新华富时海林发展金石30号专项资产管理计划
SM7215,农银汇理资产-稳健3号资产管理计划
SM7171,长盛创富盛金7号专项资产管理计划
S96384,博时基金－民生银行1期资产管理计划
SM7132,信诚基金海外红利1号特定客户资产管理计划
SM7104,首誉光控-博晟专项资产管理计划
SM7094,华安-东方证券资产管理计划
SM7211,交银施罗德资管国利56号专项资产管理计划
SM7142,保稳通宝-南方基金-稳健策略1号资产管理计划
SM7199,浦银安盛-现金添利资产管理计划
SM7028,国投瑞银锦绣中和境外投资1号资产管理计划
SM7204,国泓资产-兴晟单一客户专项资产管理计划
SM7181,建信华鑫信托慧智投资79号资产管理计划
SM7057,工银瑞信-信宏53号资产管理计划
SM7095,渤债2号资产管理计划资产管理合同
SM7209,交银施罗德资管交荣通专项资产管理计划
SM7231,前海开源资产万信1号专项资产管理计划
SM7052,工银瑞信-睿阳九号资产管理计划
SM7099,柏瑞爱建-智通19号单一客户专项资产管理计划
SM7158,华富资管-丰饶4号专项资产管理计划
SA6112,易方达—交通银行货币增强资产管理计划
SM7176,富国资产-中海1号资产管理计划
SM7127,西部利得-飞马2号分级资产管理计划
SM7124,银华资本博道宏观对冲壹号专项资产管理计划
SM7090,工银瑞投-鼎宏11号专项资产管理计划
SM7161,华商至惠4号多策略资产管理计划
SM6874,富国基金专享19号资产管理计划
SM6985,银河资本-玖歌东方1号资产管理计划
SM6794,北银丰业-消费金融债权收益权18号专项资产管理计划
SM6925,银河资本-瑞丰2号专项资产管理计划
SM6982,前海开源战略6号资产管理计划
SM6893,国寿财富-双成10号专项资产管理计划
SM6945,富闽财富3号-嘉实资本分级基金A份额专项资产管理计划
SM6805,北银丰业-消费金融债权收益权6号专项资产管理计划
SM6838,国寿财富-财富15号专项资产管理计划
SM6979,招商财富-招商银行-长青1015号专项资产管理计划
SM6798,北银丰业-消费金融债权收益权16号专项资产管理计划
SM6793,北银丰业-消费金融债权收益权20号专项资产管理计划
SM6830,首誉光控-乌镇雅达1号专项资产管理计划
SM6806,北银丰业-消费金融债权收益权7号专项资产管理计划
SM6753,易方达基金-兴业信托3号资产管理计划
SM6801,北银丰业-消费金融债权收益权11号专项资产管理计划
SM6913,瑞元资本华发长茂投资专项资产管理计划
SM6912,工银瑞信投资-上海玛宝专项资产管理计划
SM6795,北银丰业-消费金融债权收益权1号专项资产管理计划
SM6878,国开泰富资管-股权并购1号专项资产管理计划
﻿SM6904,建信资本云南省融聚惠民基金专项资产管理计划
SM6980,招商财富-招商银行-长青1016号专项资产管理计划
SM6807,北银丰业-消费金融债权收益权5号专项资产管理计划
SM6800,北银丰业-消费金融债权收益权12号专项资产管理计划
SM6804,北银丰业-消费金融债权收益权8号专项资产管理计划
SM6796,北银丰业-消费金融债权收益权2号专项资产管理计划
SM6881,易方达资产西南1号专项资产管理计划
SM6870,银华资本博道壹号4期专项资产管理计划
SM6978,招商财富-招商银行-长青1013号专项资产管理计划
SM6787,华富资管-浙同1号专项资产管理计划
SM6809,新华富时全禄7号专项资产管理计划
SM6887,博时基金-赢利4号资产管理计划
SM6957,财通基金-玉泉669号资产管理计划
SM6970,金元百利徐州棚改定销房三号分级专项资产管理计划
SA8946,前海金鹰粤通15号专项资产管理计划
SM6974,财通基金-富春定增1097号资产管理计划
SM6802,北银丰业-消费金融债权收益权10号专项资产管理计划
SM6981,招商财富-招商银行-长青1017号专项资产管理计划
SA2763,德邦创新资本-南京银行-聚宝1号专项资产管理计划
SM6962,易方达-浦发银行-银河金控1号资产管理计划
SM6941,嘉实资本-长胜-观富股票1号资产管理计划
SM6732,嘉实资本稳健71号专项资产管理计划
SM6984,兴业财富-兴金308号单一客户专项资产管理计划
SM6803,北银丰业-消费金融债权收益权9号专项资产管理计划
SM6905,平安大华安赢汇富好买1号资产管理计划
SM3701,国泰元鑫北大未名1号股权投资专项资产管理计划
SM6956,财通基金-玉泉668号资产管理计划
SM6797,北银丰业-消费金融债权收益权17号专项资产管理计划
SM6968,泰达宏利-宏泰定增5号资产管理计划
SM6808,北银丰业-消费金融债权收益权3号专项资产管理计划
SM6799,北银丰业-消费金融债权收益权15号专项资产管理计划
SM6959,嘉实基金稳进3号资产管理计划
SM6711,易方达资产瑞易1号专项资产管理计划
SM6508,广发基金农银3号资产管理计划
SA1044,工银瑞信投资-医药股权专项资产管理计划
SM6565,首誉光控-民生常州钟楼1号专项资产管理计划
SM6666,南方青岛固收专项资产管理计划
SM6552,建信资本郑州万科中城专项资产管理计划
SM6683,银华资本博道壹号3期专项资产管理计划
SM6611,民生银行嘉实资本资管南京分行理财1号资产管理计划
SM6594,工银瑞信投资—交荣通专项资产管理计划
SM6662,北信瑞丰-长城银象1号资产管理计划
SM6599,九泰基金-汉富1号资产管理计划
SM6705,长安华瑞银行债券1号投资组合
SM6616,九泰基金-同乐资产管理计划
SM6612,兴瀚资管-兴晟126号单一客户专项资产管理计划
SM6614,北信瑞丰-鸿基2号资产管理计划
SM6556,华安资产平华1号专项资产管理计划
SM6595,工银瑞信投资—易舟图专项资产管理计划
SM6699,长安利可2号资产管理计划
SM6688,招商财富-招商银行-长青1012号专项资产管理计划
SM6686,银华资本-万年青2期专项资产管理计划
SM6684,前海金鹰粤通219号专项资产管理计划
SM6704,安信基金-华润信托-搜于特定增2号资产管理计划
SM6689,招商财富-招商银行-长青1007号专项资产管理计划
SM6708,创金合信聚鑫3号资产管理计划
SM6695,安信基金同德2号资产管理计划
SM6700,长安长晟华年1号资产管理计划
SM6671,华富资管丰饶1号专项资产管理计划
SM6596,工银瑞信投资—易舟图2号专项资产管理计划
SM6608,兴瀚资管-兴晨7号单一客户专项资产管理计划
SM6657,银河资本-朱雀铸金1号资产管理计划
SM6529,长安资产-橄榄树乐高1号专项资产管理计划
SM6664,方正富邦季度管家资产管理计划
SM6692,天治鑫富越2号资产管理计划
SM6693,安信基金同德1号资产管理计划
SM6691,天治鑫富越1号资产管理计划
SM6605,长城融安1号特定资产管理计划
SM6706,新沃基金-乾元2号资产管理计划
SM6680,银华资本博道壹号1期专项资产管理计划
SM6643,红塔红土和邦生物定增特定资产管理计划
SM6603,汇添富基金农银1号资产管理计划
SM6690,招商财富-招商银行-长青1005号专项资产管理计划
SM6571,首誉光控-升龙天汇1号专项资产管理计划
SM6687,招商财富-招商银行-长青1010号专项资产管理计划
SM6668,英大资本-爱尔360专项资产管理计划
SM6681,银华资本博道壹号2期专项资产管理计划
SM6709,华润元大资产瀚元鼎信19号专项资产管理计划
SM6561,天弘安信定增组合1号资产管理计划
SM6694,天治鑫富越3号资产管理计划
SM6584,西部利得-汇通8号资产管理计划
SM6674,财通基金-玉泉676号资产管理计划
SM6697,安信基金兴业渤海1号资产管理计划
SM6602,北信瑞丰基金丰庆163号资产管理计划
SM6585,西部利得-汇通9号资产管理计划
SM6538,博时-金控1号资产管理计划
SM6562,千石资本-鑫宝589号资产管理计划
SM6673,财通基金-玉泉680号资产管理计划
SM6682,鹏华资产富善汇远量化定增2号资产管理计划
SM6578,工银瑞信投资-御水苑专项资产管理计划
SM6510,首誉光控-环球臻享1号专项资产管理计划
SM6600,北信瑞丰基金丰庆153号资产管理计划
SM6450,银河资本-瑞丰1号专项资产管理计划
SM6398,安信基金-华能信托-中和定增2号资产管理计划
SM6264,上投摩根基金-平安产险委托投资2号资产管理计划
